response_id,condition,in_school,work_hours,has_job,job_satis,toi_1,toi_2,toi_3,skil_aq_1,skil_aq_2,skil_aq_3,job_avail,sksh_pre,passion_1,passion_2,passion_3,job_year,js_intent_1,js_intent_2,js_intent_3,js_intent_4,js_intent_5,js_intent_6,tr_int_ex_1,tr_int_ex_2,tr_int_in_1,tr_int_in_2,expectancy_1,expectancy_2,bls_link,satis_post,male,race,highest_ed,sksh_post,age,study_ID
R_abXFzv8YkYysFo1,supply,0,3,0,2,5,5,5,5,6,7,2,3,3,5,6,3,3,2,3,2,3,3,2,2,4,3,2,2,1,2,1,1,6,2,25,js_5
R_cvarSDBPy6dKdXn,treatment,1,4,0,3,3,3,3,6,6,6,4,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,3,3,0,4,0,1,3,5,19,js_5
R_3DeBVhxtzwFuC33,supply,0,3,1,3,2,2,2,5,5,5,5,6,6,2,3,2,2,2,2,1,2,2,2,2,2,2,5,3,1,5,1,1,3,6,28,js_5
R_1KZ1nKvRRBYqkEB,supply,0,6,1,6,2,2,2,6,6,6,2,4,6,3,3,1,1,1,1,1,2,2,1,1,3,3,2,5,0,6,1,1,6,2,27,js_5
R_a5UioizHzvrqnn7,music,1,2,1,2,6,2,5,7,6,6,7,7,5,5,6,5,2,4,5,5,4,2,5,5,3,3,6,5,1,3,1,1,3,5,18,js_5
R_eMd40Vlu4p1wK2h,treatment,0,6,1,5,4,3,4,6,6,7,4,4,5,2,3,3,2,3,1,1,2,3,1,2,3,3,3,4,1,5,1,3,3,6,43,js_5
R_a9siyQW6KORv7Lv,music,0,6,1,3,2,2,2,7,7,7,6,5,5,3,2,4,3,3,2,2,2,3,2,2,3,3,5,5,1,3,0,1,5,6,28,js_5
R_bEMC3kweQgl7n37,supply,1,4,1,5,3,3,3,6,6,6,3,5,2,3,3,3,3,3,2,2,2,4,1,1,1,3,5,5,0,5,0,1,7,5,35,js_5
R_5bzxxD4JdcyDgQR,music,0,2,0,1,4,4,3,4,7,7,4,4,4,4,4,3,1,1,1,2,2,2,1,1,1,1,4,1,0,1,0,3,3,4,25,js_5
R_9YXe2hDkUGKDb2B,music,0,5,0,3,2,1,1,7,6,6,3,3,6,4,5,3,1,3,2,2,3,2,3,3,2,3,5,5,1,3,1,1,2,3,25,js_5
R_d0y4igZv4fffKux,music,1,5,1,3,2,2,2,7,7,7,5,7,5,3,5,5,2,5,4,4,4,4,3,3,4,3,7,7,0,3,1,3,5,6,21,js_5
R_cLMBqTLM2POXGxD,supply,0,5,1,6,5,4,5,6,6,6,3,5,5,3,3,1,1,1,1,1,NA,1,1,1,2,2,5,3,0,7,1,3,3,3,31,js_5
R_dgN0Ij9XHieQGyh,music,0,2,1,6,2,2,2,6,5,6,5,4,6,7,4,1,1,1,1,1,1,1,1,1,2,2,7,7,0,7,0,1,6,4,24,js_5
R_aVhKokyFGCMIhxj,supply,1,5,0,5,4,4,4,5,5,5,5,5,5,5,5,4,3,3,4,4,4,3,3,3,3,4,5,4,0,5,1,6,3,5,21,js_5
R_3IqbFS8WBl1fI5n,treatment,0,5,1,2,4,4,4,5,5,7,4,5,5,4,2,5,5,4,5,4,4,5,5,5,3,4,7,7,1,4,0,2,3,7,27,js_5
R_eroTU6MeHGG4MXH,treatment,1,5,1,5,2,2,1,5,7,7,6,5,7,2,1,5,4,3,4,4,5,5,1,1,4,3,7,7,1,5,1,1,7,6,29,js_5
R_6yDwmQpu2pzis3b,supply,0,5,1,2,3,2,2,6,7,7,6,5,6,3,1,5,2,3,2,2,3,3,2,2,3,4,6,7,0,2,0,7,4,5,34,js_5
R_ezxS9uxCNc7dO6N,music,0,6,1,6,2,2,2,6,6,7,4,3,6,2,2,2,2,2,1,1,1,2,3,3,3,3,5,6,0,6,0,1,6,4,22,js_5
R_eYjaKLSE7vMuqwt,supply,1,5,1,3,3,2,3,5,6,7,3,5,5,4,3,4,3,3,3,3,2,2,4,3,3,4,6,5,0,3,0,1,6,5,27,js_5
R_2nPTlFeX9zMWUfz,treatment,1,4,1,6,2,1,1,7,7,7,5,5,6,4,3,1,2,2,1,1,1,2,3,3,4,4,7,7,0,6,0,1,6,6,22,js_5
R_eQCwDOcUckqxe7P,supply,0,4,1,7,2,2,3,6,6,6,5,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,6,6,0,7,0,1,8,5,72,js_5
R_9nSYj7v6TrtfCZv,supply,0,5,1,4,3,3,3,4,2,4,3,4,4,3,3,2,3,5,2,4,4,2,3,5,2,4,3,6,0,4,0,3,2,3,39,js_5
R_0riEBylv7GjkEBf,treatment,0,6,1,5,2,2,2,6,6,6,5,5,6,3,6,4,5,3,2,2,4,4,1,1,1,2,5,3,1,5,1,1,2,6,34,js_5
R_0BAK9sgbX9Xd4Ed,treatment,0,5,1,4,3,3,3,7,7,7,5,5,6,3,4,5,3,4,4,4,5,4,4,4,4,5,6,6,1,4,1,2,3,7,38,js_5
R_3Dz5fgHHNBQutKJ,treatment,0,6,1,6,3,3,3,6,6,6,6,6,3,5,5,2,1,1,1,1,1,3,4,3,1,1,6,6,0,6,1,1,5,5,31,js_5
R_eS8dhZYrT2Pu1sF,supply,0,4,1,3,1,1,1,6,7,6,5,5,6,3,3,5,4,3,4,5,5,4,4,4,4,4,6,6,0,4,1,3,5,3,21,js_5
R_5py8ygihaRF2Cfr,supply,0,5,1,6,2,4,2,7,7,7,3,5,5,3,2,2,4,4,5,2,2,3,4,3,4,4,2,5,0,7,0,3,5,5,24,js_5
R_bsAFPqXeJBS1dxb,supply,0,2,0,2,4,4,4,6,6,6,4,7,5,4,3,3,2,2,1,1,2,3,1,1,2,2,6,6,1,3,1,1,6,5,26,js_5
R_bHIVTcUFKQUnmDz,music,0,6,1,7,3,4,3,7,7,7,5,6,6,1,2,3,3,2,2,2,3,3,1,1,2,3,6,7,0,7,1,1,7,5,27,js_5
R_cHpOMETYwwxYCPj,treatment,0,3,0,1,3,2,3,6,5,6,3,2,5,3,3,5,3,5,3,4,5,5,2,3,4,3,5,5,1,1,1,1,3,7,23,js_5
R_0GwsgU1hWGjppM9,treatment,0,5,1,7,4,4,4,7,7,7,5,4,6,3,4,1,1,1,1,1,1,1,1,1,4,3,7,7,0,7,1,1,3,4,30,js_5
R_dmOZrW2bEqAFV4x,music,1,6,1,4,3,2,2,6,5,6,5,5,7,2,4,5,5,5,5,5,5,5,1,1,4,4,7,7,0,3,1,1,6,2,25,js_5
R_a8BJmfLIqodyVNP,treatment,0,1,0,1,3,3,3,6,6,6,5,5,5,3,4,5,2,2,2,2,4,3,1,1,4,2,4,3,1,1,0,1,3,5,25,js_5
R_0w8SuByQHojYNut,music,1,2,0,1,5,5,5,7,7,7,3,3,6,4,3,5,3,3,2,1,2,4,5,4,4,4,6,6,1,2,1,4,3,4,22,js_5
R_0BPr20a93LorZWJ,treatment,0,3,0,1,5,4,5,5,5,5,4,4,5,6,4,5,4,2,4,4,4,4,1,1,2,2,2,2,1,1,1,2,6,7,26,js_5
R_86rcA7trFl7ZQA5,music,0,6,1,6,2,2,3,4,4,6,3,7,5,3,6,2,2,4,2,2,2,2,2,2,4,4,6,6,1,5,1,3,5,5,29,js_5
R_3Wf4mQ2ZNdykGEZ,treatment,0,6,1,7,2,2,2,6,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,0,7,1,1,6,7,61,js_5
R_5vtBITcTiFiYEqF,treatment,1,3,0,3,4,3,2,6,7,6,3,2,6,5,5,1,4,4,2,2,5,4,1,4,4,4,6,5,1,2,1,3,3,5,27,js_5
R_9GYFs9QkZ9CAdUh,supply,0,3,0,1,3,3,3,5,6,6,3,5,6,4,4,5,3,3,5,3,4,4,2,2,2,3,5,5,1,1,1,1,3,4,27,js_5
R_bC71RgAPKCQIJ5H,treatment,1,5,1,6,2,2,2,4,7,5,5,1,4,3,3,2,3,4,1,1,1,4,5,5,5,5,7,7,0,6,0,1,6,6,26,js_5
R_6EwfiWAIAGYrUUt,music,0,3,1,6,2,2,2,5,6,6,5,5,6,4,5,1,2,1,1,1,1,1,2,2,2,2,1,6,0,6,0,1,5,6,32,js_5
R_79EY5dU7FnMQEyp,treatment,1,2,1,6,2,3,3,6,5,6,5,4,5,5,3,4,2,2,1,1,2,2,5,5,3,4,5,5,1,5,0,4,6,5,22,js_5
R_0BeqQrgeoylCclf,music,0,4,0,2,2,2,2,6,6,6,3,5,6,5,3,5,1,4,4,3,4,3,1,1,3,3,3,3,0,2,1,1,2,3,26,js_5
R_cHcPMPbxWHOd5Ep,music,1,5,0,1,4,3,3,7,7,7,5,5,5,4,4,4,2,1,2,2,2,2,5,3,2,2,7,6,0,1,0,1,6,5,26,js_5
R_0qWcT9HicIkfKpD,supply,0,6,1,5,4,4,4,6,6,6,3,4,6,3,3,2,2,2,1,1,1,2,2,2,2,2,5,5,0,5,1,1,5,3,32,js_5
R_38j6mfgUFPYEum9,music,1,3,1,3,4,2,2,7,3,6,3,5,5,4,4,3,2,1,2,1,3,2,3,2,2,1,4,2,0,3,0,1,2,5,31,js_5
R_3O60GSlVeYLwfiJ,supply,1,3,0,2,2,2,2,7,5,7,3,5,4,6,7,5,5,5,3,3,3,4,4,5,3,4,6,6,0,2,1,1,3,4,21,js_5
R_do6ktbbjjM406vr,treatment,0,2,0,5,2,2,2,7,7,7,6,6,6,2,2,1,1,1,1,1,1,1,5,5,5,5,7,7,0,5,0,1,5,5,22,js_5
R_7QCiolzbDvDWQux,supply,0,3,1,6,2,2,2,6,6,6,3,3,6,3,6,3,1,3,1,1,3,4,1,1,2,2,6,6,1,6,0,1,3,3,32,js_5
R_3ksUL3u8z4KjR3v,music,0,6,1,3,1,1,1,7,6,7,6,7,6,2,6,5,4,4,4,3,5,5,1,1,2,3,7,5,1,3,1,1,6,7,27,js_5
R_6wXLF1uf5cUzipT,music,0,6,1,5,5,5,4,7,6,6,7,7,6,3,2,4,3,4,5,4,4,5,2,2,3,4,6,7,1,5,1,1,7,5,37,js_5
R_4PnYuFGNA6TNyRL,music,1,2,0,3,5,4,4,7,7,6,2,6,7,2,2,4,3,3,3,2,2,4,5,5,4,3,3,3,0,3,1,1,3,6,20,js_5
R_8kxcnblN3sps1jD,supply,0,4,0,4,3,3,3,6,6,6,4,4,5,5,4,4,3,3,3,3,4,4,3,3,4,4,6,5,1,4,0,1,6,5,33,js_5
R_9v5k1sT2GSyvwfH,supply,0,3,0,6,1,1,1,7,7,7,5,5,7,3,3,1,1,1,1,1,1,1,1,1,1,1,7,7,0,7,0,1,2,5,64,js_5
R_3L6WjX8AxVVBZ77,supply,0,5,1,2,2,2,2,5,6,5,2,4,6,4,2,1,2,3,3,2,2,3,3,3,2,4,3,3,0,2,0,1,3,5,34,js_5
R_51oDCHsB62LGFhj,treatment,0,5,1,3,2,2,2,7,7,7,3,2,6,3,2,4,4,2,2,2,3,3,1,1,1,2,7,7,1,3,0,1,6,6,30,js_5
R_5aSf6hyZz0ldX0x,treatment,0,5,1,2,1,1,1,7,6,7,3,5,6,2,2,5,2,3,3,3,4,4,5,5,3,3,6,6,0,2,1,1,2,6,24,js_5
R_6DofBg2i1r6owG9,supply,1,3,0,1,2,1,2,6,6,6,1,3,4,4,4,5,3,4,4,5,4,4,3,3,2,2,7,7,0,1,1,1,5,1,21,js_5
R_cIN4hXV6wLfkZo1,music,0,6,1,6,2,2,2,6,6,7,6,6,4,5,3,2,4,2,1,2,3,4,3,3,4,4,5,3,0,6,1,6,6,6,33,js_5
R_6fls3hWzEHtjZsx,treatment,1,4,1,6,3,3,3,6,6,6,6,4,6,3,4,3,2,2,2,2,3,3,5,5,3,3,6,7,0,6,0,1,6,6,22,js_5
R_eDp2JHzzLW7bkZ7,supply,0,3,1,5,2,2,2,6,6,6,4,5,4,6,2,1,2,2,2,1,2,3,1,1,2,2,4,5,0,5,0,1,3,4,44,js_5
R_4MDTxCZsPvO2VKZ,music,1,2,1,7,5,5,5,3,3,7,6,7,5,2,2,1,3,2,1,1,1,1,5,5,2,3,7,6,0,7,1,1,3,6,20,js_5
R_3DxhzTglZIMzqDP,music,1,4,1,6,1,1,1,7,7,7,2,5,6,3,3,4,3,4,4,3,3,4,4,3,3,4,6,6,0,6,0,1,3,2,31,js_5
R_5i2P55RzS3PeIxD,treatment,1,6,0,6,2,3,2,7,7,7,6,3,6,2,1,2,2,5,2,2,3,5,4,4,5,5,6,6,0,5,1,1,3,1,21,js_5
R_9TPeKonmF647VUV,music,0,6,1,6,6,6,6,1,7,7,5,3,7,2,2,3,1,2,1,1,2,1,1,1,1,3,5,5,0,6,1,1,6,2,27,js_5
R_cvY6IMAb8vaaOHj,treatment,0,3,1,2,6,6,6,3,5,7,4,2,6,4,3,5,3,5,5,5,5,4,2,2,3,4,7,7,1,1,1,1,5,2,25,js_5
R_enRaSAqQvEO2wg5,supply,1,2,1,3,3,3,3,5,5,5,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,1,3,1,1,3,4,29,js_5
R_3JWc4CI7v6lihrD,treatment,0,4,1,3,2,2,2,6,6,6,5,7,5,5,6,4,2,4,2,1,3,3,5,4,3,3,6,6,0,3,1,1,6,7,23,js_5
R_5u0YCdMTslukjIx,treatment,0,4,1,4,2,2,1,6,7,7,4,6,6,2,2,5,5,4,4,5,5,5,4,5,5,5,7,7,1,4,0,7,6,6,25,js_5
R_6WmQa9GeFZBckq9,music,0,1,0,6,2,1,1,6,6,5,4,5,6,3,5,5,4,4,3,3,4,4,3,2,2,3,6,6,0,5,0,3,6,3,27,js_5
R_6PTFyQio1mpooex,supply,0,2,1,5,5,4,4,6,3,5,3,4,5,2,3,2,2,2,2,1,2,2,1,1,2,2,5,5,1,5,1,3,6,5,24,js_5
R_3lqWSl3PiJWQmTH,treatment,0,2,0,2,3,3,3,6,6,6,3,3,6,3,5,5,3,2,2,3,3,3,1,1,2,2,3,3,0,2,0,1,6,2,22,js_5
R_0OqwbeBYN26KHrf,music,0,4,1,2,5,3,5,5,6,7,2,1,7,5,5,5,3,3,4,2,4,3,1,1,2,3,5,6,0,1,0,1,6,2,30,js_5
R_eCJMQJazVLr9o2h,treatment,0,5,1,6,3,3,3,5,5,6,3,5,5,4,6,3,3,5,2,1,2,3,4,4,5,5,7,7,0,6,0,1,6,4,26,js_5
R_eWkLmsFVov9V52Z,music,1,3,0,5,3,2,2,5,6,7,3,5,6,4,2,5,2,3,3,3,3,2,2,1,3,3,6,6,1,5,1,1,3,3,23,js_5
R_8BJW4oNBCmyfkwZ,supply,1,2,0,2,2,2,2,5,7,7,3,6,7,3,5,4,4,2,3,3,4,2,1,1,1,1,6,6,0,2,1,1,3,3,19,js_5
R_3enuTq6zuhlW7Mp,supply,0,3,0,2,3,3,3,6,6,6,5,2,5,3,3,5,3,3,4,2,4,4,2,2,2,3,7,7,1,2,1,1,3,3,26,js_5
R_d5uUnm0fnW3YQFD,music,0,2,0,2,5,4,4,3,3,4,5,4,4,5,5,5,3,3,5,3,4,3,1,1,1,2,6,5,1,1,0,1,3,3,47,js_5
R_0pLLS9UiNFQpzRX,treatment,0,2,0,6,5,5,5,6,6,6,5,6,7,1,5,1,1,1,1,1,1,1,1,1,1,1,7,7,0,7,0,1,5,7,56,js_5
R_0keBLQ9iqvSFp4x,supply,1,6,1,7,2,3,2,5,5,6,6,6,7,3,7,2,1,1,1,1,1,1,3,3,3,3,7,7,0,7,1,1,3,6,23,js_5
R_0wF5HhK7kuqMzQN,supply,1,3,0,1,4,4,4,4,5,4,2,6,4,2,5,5,2,2,3,3,4,3,1,1,3,3,6,4,0,1,1,1,3,6,26,js_5
R_dmv4S4lkmk1pjaR,treatment,1,5,1,4,1,1,1,7,7,7,5,4,4,4,4,3,1,2,1,1,1,3,5,5,3,3,5,5,1,4,1,4,3,1,31,js_5
R_8GqtviKItrpTLEh,treatment,0,5,1,4,4,4,4,6,6,6,3,4,4,4,4,3,2,3,1,1,3,3,2,2,3,3,5,5,1,4,0,7,7,4,33,js_5
R_e8VblbRhsLKHk7b,music,0,2,0,4,3,3,3,6,6,6,4,5,5,5,4,1,1,5,1,1,1,1,1,1,1,1,6,5,0,5,1,1,6,6,42,js_5
R_8CVEA49EwttH19H,treatment,1,3,1,6,5,2,2,5,7,7,3,5,6,2,5,4,4,4,4,4,5,4,5,5,4,5,6,5,1,6,0,4,3,6,20,js_5
R_cSeAJWg8TkGomjz,music,0,5,0,5,2,2,2,7,7,7,5,5,5,5,5,4,2,3,3,3,3,3,3,3,2,3,7,7,0,5,0,1,3,6,34,js_5
R_8AhUOwD0As3Aaah,music,0,6,1,7,1,1,1,6,7,7,1,2,7,1,7,1,1,1,1,1,1,1,1,1,1,1,4,4,0,7,0,1,3,2,49,js_5
R_8IYx2ni8QAyDrP7,treatment,0,6,1,3,1,1,1,7,7,7,6,7,7,4,3,4,2,1,3,3,3,3,3,3,1,1,3,1,0,2,1,1,3,6,19,js_5
R_cFOQanKAHymJUMZ,music,0,2,1,5,2,3,3,6,6,6,5,6,6,6,3,3,2,3,3,2,2,3,2,2,3,3,5,5,0,5,0,4,6,6,24,js_5
R_5teElFGRKlv4xPD,music,0,4,0,4,2,1,2,5,6,7,5,4,5,3,3,2,2,2,2,1,2,2,4,3,1,2,6,5,0,4,1,1,5,4,54,js_5
R_dbTpd7YwOSPj6It,treatment,0,5,1,5,4,4,4,3,5,5,6,5,6,2,2,2,1,1,1,1,1,1,1,1,1,1,6,6,0,6,0,1,8,5,32,js_5
R_5ijohfpyzOS0xjT,supply,0,6,1,5,4,4,4,5,6,6,5,6,5,3,2,3,1,1,2,1,2,2,2,2,3,3,6,6,0,5,1,1,6,3,31,js_5
R_1ZbLeZjIahSrvfL,music,1,4,1,4,4,4,4,4,5,4,3,5,5,3,5,5,4,3,4,4,4,4,2,2,2,2,6,6,0,4,1,1,3,3,19,js_5
R_821oNALz3NAd8tn,music,0,6,1,5,2,2,2,5,6,6,3,3,5,5,3,3,3,4,2,2,4,3,3,3,3,3,5,5,0,5,1,4,6,3,23,js_5
R_0UrSCD8n3o21fvv,treatment,0,5,1,7,1,1,1,7,7,7,5,6,7,2,1,1,3,3,2,2,3,3,3,3,5,5,6,6,1,7,0,2,3,7,43,js_5
R_41r0TS0PD7T2Mbb,supply,1,3,0,2,5,4,4,5,5,6,3,2,5,6,6,5,2,3,3,2,4,3,3,3,3,4,5,5,0,2,1,1,3,2,21,js_5
R_5tgnK7IbSEgv5tj,supply,0,5,1,6,2,2,1,1,7,7,1,1,6,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,6,0,1,6,1,38,js_5
R_8bTQB5wS12kJhcN,supply,0,3,1,5,5,6,5,7,7,7,7,7,7,7,6,4,2,2,3,2,4,3,2,2,2,1,7,5,1,6,0,2,3,7,34,js_5
R_6JqR3THLGh0joDr,treatment,0,4,0,3,2,4,2,5,6,7,4,3,7,3,3,4,4,3,3,2,3,4,2,3,3,4,5,4,0,3,1,1,2,4,32,js_5
R_cYDaYTnUgEucJJr,supply,1,1,0,4,4,4,4,2,2,5,4,4,5,3,3,4,3,3,3,2,3,3,2,2,3,3,5,5,0,4,1,1,3,4,21,js_5
R_87IIiyEp8zG4V2R,supply,0,2,0,5,4,3,3,7,7,7,2,5,7,2,6,2,1,2,1,1,1,2,1,1,1,1,4,2,0,5,0,1,2,5,33,js_5
R_cCRkVTwQOBJLnzD,treatment,0,6,1,3,3,2,2,5,7,7,2,2,6,7,5,3,2,3,2,1,3,3,3,3,2,3,5,5,1,3,1,1,3,6,35,js_5
R_9SJEiRPj0GqwEQt,supply,0,5,1,5,5,4,4,7,7,7,5,4,6,3,2,4,4,2,2,3,5,3,1,1,3,2,6,6,0,5,0,3,7,3,25,js_5
R_bEsgAf3TtvxeUIJ,treatment,0,2,0,4,2,2,2,7,7,6,3,5,6,3,2,5,3,2,3,3,4,4,2,2,4,3,6,6,0,4,1,2,2,6,21,js_5
R_2aEtp1D2q9y88jX,supply,0,4,0,2,2,3,3,5,6,5,2,3,6,2,2,4,4,3,2,3,5,5,1,1,1,3,5,5,1,2,0,1,5,5,28,js_5
R_6Ma7iHB6NmXwwv3,treatment,0,5,1,5,3,3,3,6,6,6,4,5,4,3,2,3,4,3,3,2,3,3,3,2,4,4,5,4,0,5,1,1,6,5,24,js_5
R_eJNFOu8kc2TUzhr,treatment,1,2,0,6,3,1,1,5,5,5,6,7,5,2,2,2,3,2,1,1,2,3,1,1,1,2,5,5,1,6,1,1,3,3,19,js_5
R_5ARfipMnG5dzdNb,music,1,3,1,6,5,4,4,3,5,5,4,4,6,3,3,2,3,2,2,1,1,2,1,1,2,2,5,5,0,6,1,1,3,3,19,js_5
R_cUXSGDX0MkZaxzT,music,0,4,1,5,1,1,1,6,7,7,1,2,5,2,2,5,1,3,3,3,4,4,1,1,2,3,7,7,1,5,0,1,6,1,54,js_5
R_1O0q9fH6lcestsV,supply,1,6,1,5,4,4,4,5,5,5,6,6,6,3,3,2,3,1,3,2,1,1,1,1,1,1,6,6,1,6,1,1,5,6,20,js_5
R_cMzmUDzD0KlC5tX,treatment,0,6,1,6,4,5,3,5,3,5,3,5,6,6,3,5,3,4,4,3,4,4,2,2,3,4,4,5,0,6,1,1,6,6,23,js_5
R_8oJze7FDy9Fg5xP,supply,1,3,1,4,1,1,1,7,6,7,4,5,5,4,3,3,1,3,4,1,2,2,1,2,3,2,6,6,0,4,0,1,3,4,21,js_5
R_72FMR9nBPRQf9zL,supply,0,6,1,5,5,5,5,5,5,5,2,5,3,5,5,4,2,3,2,2,2,3,5,5,3,3,5,5,0,3,0,1,6,5,24,js_5
R_8puxiZL8qnKRkcB,music,0,6,1,5,4,4,4,7,7,7,5,5,6,3,3,1,1,1,1,1,1,1,2,2,3,3,6,6,0,6,0,1,5,4,32,js_5
R_0GSrnf9hKm2eSih,supply,0,6,0,1,1,1,1,7,7,7,2,6,4,6,6,5,1,4,4,3,5,5,1,1,4,4,4,4,0,1,1,1,6,4,23,js_5
R_b8Z8Sgf0eGvpsGN,music,0,3,1,2,2,3,2,3,5,4,4,4,3,4,5,3,3,3,4,3,2,3,1,3,2,2,3,2,0,3,1,1,6,3,26,js_5
R_0U3njYAOdDFSWRT,music,1,6,1,7,1,1,1,7,7,7,7,6,6,2,2,2,1,2,1,1,1,2,2,2,2,3,7,7,1,7,1,3,6,5,26,js_5
R_5cqdqcRa1N15u2V,treatment,1,3,1,6,3,3,3,6,6,6,5,4,6,3,6,4,4,4,4,3,4,4,3,4,3,3,6,6,1,5,1,1,3,5,20,js_5
R_7URYXBPzvvLUhP7,supply,0,4,1,5,4,2,3,5,5,6,6,6,6,3,6,4,3,3,3,2,4,4,3,3,3,3,6,6,0,5,0,1,3,2,33,js_5
R_0ukaOPs22SbX0DH,music,0,5,1,6,2,2,3,5,3,6,6,3,6,5,3,1,1,1,1,1,1,1,4,4,3,4,3,5,0,7,1,1,6,3,33,js_5
R_5inOOikYvgFCLdP,treatment,0,4,1,6,4,3,3,5,6,6,5,4,6,3,3,4,2,2,2,2,2,3,2,2,3,3,5,5,1,6,1,4,3,5,22,js_5
R_3sBnZY9EndjS1r7,supply,0,6,1,5,3,3,3,4,5,5,3,6,3,6,5,3,3,2,3,2,1,2,2,2,2,2,5,5,0,5,1,1,5,5,27,js_5
R_cZPsjSn97yvUTWt,music,0,5,1,6,3,2,2,6,6,6,5,6,7,4,3,3,2,2,1,1,3,3,2,2,3,3,4,4,1,6,1,1,6,2,23,js_5
R_9NCnpYfkFfP3z4V,treatment,0,6,1,2,2,2,2,6,6,6,4,5,4,4,4,5,3,4,2,2,4,3,2,2,3,4,6,6,0,2,1,1,6,6,22,js_5
R_3DJy1Xbd1lssvnD,supply,0,5,1,4,5,4,5,6,7,1,3,3,3,6,6,3,1,2,1,1,2,2,3,3,3,3,6,5,1,4,1,1,3,3,35,js_5
R_elN3MibQD0pRPQF,music,1,3,1,6,5,4,4,6,6,6,3,5,6,3,5,2,3,2,2,2,2,3,4,4,2,3,5,5,1,6,1,1,3,5,23,js_5
R_1UrynZrMTF3wAIJ,music,0,5,1,4,1,1,2,7,7,7,4,6,7,2,1,5,5,5,5,5,5,5,4,4,3,3,7,7,1,1,0,1,6,6,63,js_5
R_6SwvJe1dVPX1sYR,supply,0,6,1,4,4,3,3,6,7,7,2,6,2,3,5,4,3,2,2,1,2,2,3,1,4,4,6,6,0,4,1,7,6,5,25,js_5
R_3xbZm3mRTaI32PH,music,0,6,1,3,4,3,3,5,5,6,6,6,6,4,4,3,2,3,2,2,2,2,1,1,3,3,6,4,1,3,1,1,7,3,30,js_5
R_5hF9NKA8r8JC0Zf,music,0,5,1,6,1,1,1,7,6,6,3,4,5,3,3,4,3,3,3,2,4,3,1,1,4,3,6,5,0,3,0,1,7,3,44,js_5
R_5u9Q4QFYX4YOkHb,treatment,0,2,0,3,4,4,4,6,7,7,3,4,7,3,3,5,2,4,4,3,5,3,3,1,3,3,6,6,0,3,1,1,7,6,23,js_5
R_eRwfwLyo6w5kHCB,music,0,6,1,6,5,5,5,7,6,7,6,3,6,4,6,2,2,2,2,2,3,3,2,2,4,4,6,7,0,7,1,1,6,5,39,js_5
R_dclyKb0GxvlX9dj,treatment,0,6,1,6,4,4,4,5,5,5,3,4,6,2,2,1,1,1,1,1,1,1,2,1,3,3,3,3,0,6,1,1,3,6,33,js_5
R_86OBYHY92wdhj6J,supply,0,5,1,2,6,3,2,4,1,6,2,4,2,5,4,4,4,4,4,4,4,4,NA,4,4,4,6,6,1,2,1,2,6,6,51,js_5
R_9Lw05ele9ar64DP,music,0,3,1,4,4,4,4,4,5,6,5,5,5,4,3,3,2,2,2,2,3,2,1,1,1,1,4,3,1,3,1,1,8,5,67,js_5
R_8zXcAF8ZF7YR1dj,music,0,2,0,3,2,2,1,2,6,3,3,7,6,3,4,5,2,3,3,4,5,4,1,1,1,1,6,6,0,1,1,1,6,6,25,js_5
R_efDNodaUK0CzvRr,treatment,0,6,1,6,2,2,2,6,6,7,5,6,6,2,2,3,2,2,3,2,2,3,1,1,1,2,6,5,0,6,0,1,6,5,23,js_5
R_exj6EHKXW7Ry67b,music,1,6,1,5,2,2,2,6,6,6,2,2,6,2,2,4,2,3,2,2,4,4,4,4,3,3,5,3,1,5,0,1,3,2,26,js_5
R_2ob03MX0gn4cG6p,music,0,6,1,6,5,4,4,7,6,6,6,3,6,2,2,3,3,3,2,2,3,4,3,2,3,3,5,5,0,6,1,1,6,5,30,js_5
R_9R1kXQbqvuqLlE9,supply,0,2,0,2,5,5,5,6,6,6,4,4,4,4,5,3,2,3,2,2,3,3,2,2,2,2,6,6,1,2,0,4,6,3,26,js_5
R_086so97lfRWPbi5,supply,1,3,0,2,6,5,5,2,5,5,3,5,3,6,3,5,3,3,4,4,2,2,4,1,2,3,7,7,1,3,1,1,6,6,25,js_5
R_exsV3mF2FFhl4eV,treatment,0,6,1,1,1,1,1,7,6,7,3,1,1,3,4,5,3,3,3,3,3,4,4,4,3,4,6,6,1,2,1,1,5,5,24,js_5
R_9nOChc3sp3IHajH,treatment,0,6,1,5,3,3,3,5,5,5,5,6,5,3,5,5,4,3,4,4,4,4,4,4,4,4,6,6,1,4,1,4,7,6,29,js_5
R_eX1ajHcKc5AQigd,treatment,0,5,1,5,2,2,2,5,6,6,4,4,6,3,5,3,2,4,3,3,3,4,4,4,3,4,7,7,1,5,1,1,6,2,33,js_5
R_bjZ5dMwefFdgAfj,supply,0,5,1,4,2,2,2,6,6,6,3,5,6,5,6,3,1,2,2,1,3,2,1,1,2,3,5,5,0,4,1,1,6,2,34,js_5
R_bq1H5zAyS5cbSFD,treatment,0,6,0,2,1,1,1,7,7,7,2,4,7,7,1,5,3,3,3,3,3,3,1,1,3,3,6,2,0,2,1,1,3,6,34,js_5
