"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","learning_conditions","participant_id","code","last_login","token","first_login","show_validation","survey_id","progress","blocked_nav_count","Q_TotalDuration","testing","open_response_lcs","open_response_q_pool","Q11","Q9_1_TEXT","Q9_2_TEXT","Q9_3_TEXT","Q9_4_TEXT","Q9_5_TEXT","Q9_6_TEXT","Q9_7_TEXT","Q6","Q82","Q7","Q83","Q8","Q84","Q9","Q85","Q21","Q86","Q11.1","Q87","Q12","Q88","Q13","Q89","Q14","Q90","Q23","Q61","Q47","Q71","Q37","Q58","Q68","Q59","Q70","Q65","Q67","Q73","Q93","Q93_TEXT","Q19","Q81_1","Q81_2","Q81_3","Q81_4","Q81_5","Q81_6","Q81_6_TEXT","Q81_7","Q81_9","Q81_10","Q81_11","Q81_15","Q81_16","Q81_17","Q81_18","Q81_19","Q81_20","Q81_21","Q81_22","Q54","Q56","Q78","Q20","LocationLatitude","LocationLongitude","LocationAccuracy","X","Q99","Q102","Q100","Q101","Q103","Q104"
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-13 13:34:49","2018-11-13 13:37:47","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"little seal","2018-11-13T21:34:51.330Z",NA,"false","true",NA,"100","2","177","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1517x853","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","6","","4","","7","","7","","5","","4","Convallis suspendisse parturient, purus ultrices convallis velit, enim curae. Elit lobortis in conubia litora nullam nisl, mus cum senectus. Nisl volutpat, natoque. Eget mauris vitae nulla sem tincidunt erat sed montes tristique. Tempor quis maximus fermentum eros sed, quisque senectus et et. Viverra lobortis sit fermentum sed sed auctor tempor at, eleifend montes sociis. Velit consectetur nisi elementum per turpis odio, hendrerit laoreet ipsum leo. Ut id tortor id id malesuada. Ut tincidunt nec eu posuere sapien amet. Nibh duis dapibus volutpat platea ut.","5","","5","","5","","3","3","","2","3","4","3","1","3","4","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"4","","2",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-28 09:22:28","2018-08-28 09:29:21","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"turtle peach","2018-08-28T16:22:29.485Z",NA,"true","true",NA,"100","","412","","[&quot;teacher-caring&quot;]","___tc2_2__","1","Chrome","66.0.3359.203","CrOS x86_64 10452.99.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10452.99.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.203 Safari/537.36","4","","4","","4","","1","","4","","1","","1","","1","","1","","4","4","4","2","4","5","5","4","4","3","3","4","2","","1","","","","","","","","","","","","1","","","","","","","","1","5","","1",NA,NA,NA,NA,NA,"","1","7","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-01 07:31:36","2019-03-01 07:35:59","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"dove forest","2019-03-01T15:31:39.277Z",NA,"true","true",NA,"100","11","263","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","72.0.3626.117","CrOS armv7l 11316.148.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS armv7l 11316.148.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.117 Safari/537.36","7","","6","","5","","7","","6","","5","","4","","4","Velit aenean vel pellentesque dapibus tincidunt ligula aliquam consequat ultricies sed aliquet. Habitant accumsan gravida egestas vestibulum sed eget id vel nunc velit. In posuere senectus nunc cum magna suspendisse sed fringilla in sed. Pharetra tincidunt maximus justo in, morbi pellentesque nisl sit facilisi a. A egestas neque risus non non cras interdum, eros tincidunt vitae! Ligula pellentesque luctus tincidunt consectetur. Eleifend volutpat finibus interdum ultricies sed congue eu. Ultricies suspendisse consectetur metus lobortis. Fames egestas fringilla libero arcu ut in. Orci potenti sapien sem in sem dui lobortis nostra. Tellus tempus, enim praesent nisl interdum sit diam faucibus ridiculus etiam mauris ut mattis tempor quis tincidunt. Ac turpis non, ridiculus ultricies maecenas aliquam maecenas. Vestibulum auctor, sit. Iaculis interdum lectus porttitor augue amet imperdiet dignissim in, inceptos.","5","","1","3","3","1","4","1","2","2","2","4","4","2","1","","1","","","","","","","","","1","","","","","","","","","1","","1","5","Mauris, magna amet sit quis orci mattis mauris. Vitae, lacinia rhoncus quis, donec quis amet sollicitudin. Euismod massa nisi in. A interdum finibus fusce est dictum nec. In mauris molestie himenaeos porta a at lacinia. Ut metus donec habitasse est nunc eros. Nulla nisi natoque non suscipit facilisi at cum lacus in, ipsum. In ante amet nulla porta tincidunt pulvinar lobortis magna. Nec aliquam eu sagittis iaculis eu penatibus dolor, non non. Mauris rutrum id velit purus erat pellentesque morbi habitant sed. Quis habitant nulla cursus dui sed inceptos placerat. Mi vitae ut eu ac in cursus aliquam. Aliquam tincidunt vestibulum lorem justo in elementum lectus in. A, lorem erat per eleifend torquent lectus ultrices. In urna quam consequat aenean sit aliquam parturient nisl. Et eu vel lorem interdum libero.","1",NA,NA,NA,NA,"3","","2","4","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-12-17 07:32:50","2018-12-17 07:41:07","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"salt dragon","2018-12-17T15:32:51.716Z",NA,"false","",NA,"100","1","496","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","70.0.3538.110","CrOS x86_64 11021.81.0","1536x864","-1","","Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36","4","","4","","4","","4","","4","","4","","4","","4","","4","","4","4","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"1","","2","6","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-09 10:46:55","2018-11-09 10:53:16","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"navy ginger","2018-11-09T18:46:56.005Z",NA,"true","true",NA,"100","","380","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","6","","3","","5","","4","","6","","4","","4","","4","","5","","4","3","3","1","3","4","4","3","4","5","5","3","2","","2","","","","","","","","","1","","","","","","","","","","","2","5","","1",NA,NA,NA,NA,"4","","7","7","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-02-26 06:32:42","2019-02-26 06:38:20","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"fire bread","2019-02-26T14:32:43.154Z",NA,"true","true",NA,"100","","337","","[&quot;teacher-caring&quot;]","___tc2_2__","1","Safari","10.1.2","Macintosh","1366x768","-1","1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8","6","","4","","5","","7","","5","","5","","4","","4","","4","","4","5","4","2","3","3","3","4","4","4","4","5","2","","2","","","","1","","","","","1","","","","","","","","","","","1","4","","1",NA,NA,NA,NA,"7","","7","6","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-28 08:27:24","2018-08-28 08:32:50","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"first cheese","2018-08-28T15:27:24.103Z",NA,"true","true",NA,"100","2","325","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","66.0.3359.203","CrOS x86_64 10452.99.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10452.99.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.203 Safari/537.36","7","","6","","7","","6","","5","","5","","5","","5","","5","","4","4","4","2","4","4","4","4","4","5","5","4","1","","1","","","1","","","","","","","","","","","","","","","","","1","3","","1",NA,NA,NA,NA,"1","","2","2","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-12-10 11:06:41","2018-12-10 11:22:06","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"gray frog","2018-12-10T19:06:41.737Z",NA,"true","true",NA,"100","","924","","[&quot;teacher-caring&quot;]","___tc2_2__","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","7","","7","","7","","6","","7","","6","","7","","5","","5","","5","5","3","4","4","4","5","5","1","5","1","5","1","","1","","","","1","1","","","","1","","","","1","1","","","","","","1","4","","1",NA,NA,NA,NA,"5","Dui est ligula eros nullam tellus vel id. Ut, augue mauris, sociis eu non, eget libero turpis pharetra. Morbi id et nibh sed lacus sociosqu risus. Vehicula quam odio a, senectus nulla adipiscing suspendisse potenti ullamcorper donec. Proin, habitant quam luctus id lacinia mauris ligula, nam non nec ante et. Libero praesent magna nisi ornare ullamcorper rhoncus. Hendrerit magna arcu laoreet, urna in. Ut eleifend dictumst convallis rutrum sed ante diam amet, nunc. Est ut ex sed lectus finibus sed metus semper facilisis. Diam donec bibendum sit nisl taciti ac condimentum, iaculis! Sociosqu suspendisse, magna quam et vitae tellus nisi ut arcu nec. Nisi cursus donec iaculis pellentesque, donec odio dui risus non at est est.","1","3","","Sed, nibh rutrum sed sed. Enim, fringilla eros ex pretium blandit non. Lacus, suspendisse euismod nullam nunc eleifend mauris. Ultrices, amet odio at et vitae. Ligula enim tincidunt parturient ante arcu tempor dolor. Vel eu, quam in, orci pellentesque magnis luctus potenti litora ex blandit? Primis magna ex, inceptos aenean duis finibus id. Fames mauris dignissim placerat consectetur libero dictum feugiat, iaculis egestas. Phasellus in ante montes diam porttitor nisl. Vel ornare, curae vehicula suscipit. Aliquam porta, velit eleifend porttitor sed, nunc, lacus. Duis dui, aliquam eleifend, et quisque tristique et faucibus."
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-12 06:08:43","2019-04-12 06:14:49","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"sky lion","2019-04-12T13:08:49.421Z",NA,"true","true",NA,"100","1","366","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Chrome","73.0.3683.86","Windows NT 10.0","1366x768","-1","","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36","6","","6","","7","","7","","6","","6","Volutpat magna ligula quisque sed odio nulla hac. Sed elit luctus senectus in parturient? Ut nec phasellus, urna erat fermentum duis venenatis, a. Fringilla suscipit dis, facilisis sagittis lectus. Ac eros bibendum ut. Molestie, accumsan. In neque, turpis accumsan porttitor suspendisse nisi et ornare. Est ut. Quis cum nunc nibh, habitasse suspendisse. Penatibus per vulputate amet fames nam mattis. Feugiat fames semper neque vitae vel semper inceptos. Orci cubilia dolor taciti pellentesque in erat eu tincidunt. In auctor lorem donec. Auctor in primis amet erat. Venenatis non, habitant justo aptent dolor tincidunt cubilia porta nascetur a purus urna laoreet.","4","","6","","6","Ut tempus viverra leo tortor iaculis lacus iaculis diam nunc non nulla. Accumsan bibendum et inceptos dictumst vestibulum orci tempus. Velit viverra sodales facilisi eleifend felis ridiculus sem duis et. Maximus vitae eu, fames non ac velit convallis mauris auctor. Consectetur mauris, vestibulum magna lacinia sollicitudin est magna lectus porta. Urna, porta in. Etiam nibh ipsum arcu, malesuada. Pulvinar donec semper porta vel maximus lobortis, luctus. Euismod himenaeos ipsum lorem et arcu turpis condimentum fringilla feugiat vulputate sodales. Tincidunt at venenatis ut quis at. Cum sed augue urna sagittis habitant ut feugiat efficitur. Nisl augue tellus, quis vel eros cubilia rutrum! Pellentesque ut aptent maximus sed mus ipsum justo.","4","3","3","1","4","4","5","5","4","4","4","5","2","","1","","","","","","","","","","","","","","","1","","","","","1","3","","1",NA,NA,NA,NA,NA,"",NA,"3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-10 09:18:52","2019-04-10 09:21:35","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"whale spring","2019-04-10T16:18:41.660Z",NA,"false","true",NA,"100","","163","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome","72.0.3626.122","CrOS x86_64 11316.165.0","1300x731","-1","","Mozilla/5.0 (X11; CrOS x86_64 11316.165.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.122 Safari/537.36","7","","7","","7","","7","","7","","7","","7","","7","","7","","5","5","","1","3","5","4","1","1","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","","7","3","Curabitur natoque posuere morbi massa auctor et. Felis vitae habitant semper blandit. Lacus a nascetur urna at ipsum. Senectus vulputate nisi, in nisl ut non dui ultricies. Dui ullamcorper pellentesque egestas praesent nisl. Mauris molestie etiam vitae. Ridiculus sed sapien a, posuere arcu taciti montes sed sapien. Massa sed arcu dignissim purus sapien iaculis justo, eros. Faucibus sed nisl, conubia tempus id id turpis in vitae lacus. Efficitur tempor duis, volutpat, aliquam praesent sodales. Habitasse est turpis feugiat lacus amet sagittis.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-12-07 08:38:09","2018-12-07 08:58:28","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"bamboo silver","2018-12-07T16:38:08.305Z",NA,"true","true",NA,"100","","1218","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome","70.0.3538.110","Windows NT 10.0","1920x1080","-1","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36","6","","5","","4","","1","","6","","4","","6","Vitae torquent laoreet dui natoque. Venenatis, non nec efficitur lobortis lorem eu. Sodales nec fringilla malesuada leo netus nec. In id. Est diam varius metus consectetur nunc nec nascetur ac. Interdum augue egestas purus amet ac ipsum. Eleifend fermentum etiam quis eros, erat felis ipsum elementum aliquam. Varius pretium pellentesque sem imperdiet donec et enim, in in. Litora aliquam facilisis ante neque, blandit, ac. Varius eu dis in. Nibh condimentum ligula at malesuada porta, eros, et. Convallis et, facilisis vestibulum arcu, et, at ornare placerat ac.","3","","4","","5","4","3","1","2","3","4","3","3","5","2","4","2","","2","","","","","","1","other race","","","","","","","","","","","","","1","3","","1",NA,NA,NA,NA,"1","",NA,"5","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-15 13:19:32","2018-11-15 13:26:04","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"goat spinach","2018-11-15T21:19:32.702Z",NA,"true","true",NA,"100","1","392","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","7","","4","","6","Duis lobortis, augue rutrum habitant tellus erat dui lobortis nibh id velit quis nisi. Nec at ut egestas ut facilisi taciti ut justo nec maximus nec, velit purus in. Suspendisse parturient, tincidunt imperdiet nulla enim. Lacinia sit, nunc ipsum, felis ligula nec est. Eget consectetur vestibulum vel sed. Amet in quis felis, nulla tincidunt erat potenti aenean at. Efficitur, in ridiculus. Ac nisl quis proin, natoque donec, nulla. Lorem arcu cum penatibus semper morbi vitae et suspendisse. Tellus, sem cras, ac. Nulla ut nec cum a porttitor sapien himenaeos hendrerit. Velit varius ipsum porta lectus enim est velit aenean. Quisque elementum nec class mauris lobortis nam taciti luctus. Sed sagittis nulla cras curae a. Metus sed lectus.","5","Arcu commodo. Non nascetur porttitor eu curae eu suspendisse. Tempor risus eget sapien curae vitae dis primis. Sociosqu pharetra habitant himenaeos sed in. Nunc aliquam tincidunt et, cubilia, at donec. Mauris est torquent montes nibh in. Egestas sed in in euismod ut dolor per, viverra. Ullamcorper ac felis id lorem aliquam vestibulum aptent nunc efficitur sed efficitur aptent turpis, nunc donec. Ullamcorper ut fermentum dui sagittis quam quam sed purus. Mollis justo quisque neque platea sed in. Nec ut etiam pretium. Sapien lacinia ad consectetur. Vel augue venenatis nulla non vel volutpat adipiscing hendrerit curabitur duis est.","6","","2","","6","","5","","6","","4","4","2","4","3","4","4","4","3","3","4","4","2","","3","","","","","1","","","","","","","","","","","","","","","1","3","Finibus non cursus himenaeos, ut condimentum vestibulum ac massa cras porta luctus. Convallis quisque, tincidunt enim habitant dui placerat porta class quisque erat id. Maecenas cras sodales porta dis egestas ac sit posuere. Ipsum, amet etiam turpis adipiscing. Platea efficitur torquent aliquet elementum, mauris sapien eget porttitor justo risus. Enim mauris dui molestie eros curabitur egestas. Tempor ultrices eleifend cum nec.","1",NA,NA,NA,NA,"2","","6","2","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-23 22:53:00","2019-03-23 22:55:52","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"fish okra","2019-03-24T05:53:00.595Z",NA,"true","true",NA,"100","1","172","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome","73.0.3683.75","Macintosh","1366x768","-1","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.75 Safari/537.36","6","","6","","6","","6","Convallis montes odio finibus, libero tempor non velit enim. Non sed enim hendrerit faucibus id, vel consequat. Maximus vitae consectetur torquent libero auctor sed. Sed in ut eu nibh. Sit, donec, nec fermentum mollis maximus nisl vivamus. Mi bibendum sed ut efficitur at nunc, magnis tristique ipsum. Eleifend, ut tristique ligula, orci quis ac dui libero amet in.","6","","6","","6","","6","","6","","4","4","4","2","","4","4","4","4","4","4","4","2","","2","","","1","","","","","","","","","","","","","","","","","2","5","","1",NA,NA,NA,NA,"2","","1","4","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-09 09:15:26","2019-04-09 09:20:32","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"owl olive","2019-04-09T16:15:27.606Z",NA,"false","true",NA,"100","2","306","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Chrome","72.0.3626.122","CrOS x86_64 11316.165.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11316.165.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.122 Safari/537.36","1","","1","","1","","2","","1","","1","","1","Cras habitasse non odio auctor pellentesque pharetra dis placerat lorem nunc vehicula. Molestie conubia tortor iaculis justo lacinia quam arcu nisl. Aenean felis porta, consectetur arcu donec montes justo varius. Sed aliquet nec pharetra ut potenti ac tincidunt enim? Sit sociis sed turpis scelerisque aliquam sed nullam nulla lorem. Sit lorem primis tincidunt integer nullam arcu pharetra lacus. Fermentum nisl, amet, in nibh eget, porttitor curae gravida ut. Mi velit sed magnis ex enim aenean, semper auctor.","1","","1","","5","5","","1","2","4","4","5","5","5","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"1","","1","1","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-05 12:43:28","2019-04-05 12:46:13","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"pear goat","2019-04-05T19:43:29.340Z",NA,"false","",NA,"100","2","164","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Safari","12.1","Macintosh","1366x768","-1","1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15","7","Eget sed dictumst, class id aliquam integer ac. Lobortis curabitur eget venenatis felis tempus. Est magnis lacus, eu risus lacus facilisi metus. Suscipit mi bibendum quis, nec vitae urna. Lacinia imperdiet, fusce gravida ridiculus, elementum. Faucibus porta quis facilisis libero magna a felis enim habitasse, litora et urna ut, tincidunt erat odio eu. Ac vestibulum magna interdum aliquam sed suscipit mattis eget amet, cum tellus laoreet ex. Sed id, lobortis nisi volutpat consectetur vitae proin mattis risus. A purus egestas et neque nibh, litora. Lacus lorem donec, pellentesque aliquet magnis vitae ultricies vulputate tortor. Sed mattis at, cras nostra nibh in ligula, inceptos nisl. Sit sed erat leo iaculis sed sit metus. Enim rutrum cursus ullamcorper in, dictum. Sed placerat, orci dolor. Nisl in curabitur tempus sociis nisi curae aliquam egestas tortor, mauris ante laoreet. Habitant ut nisi eget, mauris.","7","","6","","5","","7","","4","","5","","5","","5","","5","4","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"4","","6","1","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 10:59:10","2018-08-30 11:04:39","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"eagle calm","2018-08-30T17:59:11.198Z",NA,"true","true",NA,"100","","329","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Safari iPhone","11.0","iPhone","375x667","-1","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","7","","5","Morbi, curabitur, nascetur laoreet ac curabitur dapibus accumsan orci justo. In dis est ante metus ut. Vestibulum eu, sed tincidunt. Libero eget sapien non commodo senectus purus rutrum condimentum. Lectus risus eros, nullam nulla ante sit? Tempor, turpis vulputate lacinia id fermentum nunc cursus at primis. Vitae, mauris orci et volutpat arcu auctor gravida turpis egestas nisl, vehicula himenaeos turpis sagittis ex euismod lacus. Nascetur sed vel ipsum ridiculus nec nunc nec vitae. Ornare purus porta tincidunt, pharetra sed mi in. Et ligula gravida cursus nunc et, ligula, odio hac platea. Dui in, nascetur mattis vitae interdum. Potenti quis facilisis, feugiat penatibus imperdiet ligula. Odio augue duis egestas nibh potenti convallis. Etiam porttitor vivamus venenatis diam cum, est tortor, inceptos convallis.","5","","5","","6","","1","","3","","5","","4","","4","5","4","3","4","4","4","3","4","4","4","5","2","","2","","","1","","","","","1","1","","","","","","","","","","","1","4","","1",NA,NA,NA,NA,"2","","5","3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-05-03 09:54:11","2019-05-03 09:55:59","1","[&quot;teacher-caring&quot;]",NA,"spider garlic","2019-05-03T16:54:10.462Z",NA,"false","true",NA,"100","1","107","","[]","_","1","Chrome","71.0.3578.127","CrOS x86_64 11151.113.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36","7","","6","","7","","","Eu aliquet accumsan amet sed amet et pharetra lacus eu cursus. Cubilia semper quam. Nisl amet vel tincidunt dui sem maecenas sodales rutrum. Non velit diam ut, sem tempus at. At, himenaeos quis. In lacinia, pellentesque primis in viverra et libero. Ac potenti, senectus purus facilisis, efficitur eget id, varius sit ac.","","","","","","","","","","","4","4","","1","4","5","5","5","5","5","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"7","","6","7","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-13 10:37:24","2018-09-13 10:40:06","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"sharp mole","2018-09-13T17:37:25.339Z",NA,"false","",NA,"100","2","161","","[&quot;feedback-for-growth&quot;]","___fg1_2__","1","Safari iPhone","11.0","iPhone","375x667","-1","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","7","","7","","7","","7","","5","","5","","4","Fringilla tincidunt porta iaculis egestas sit ad habitasse nisl. Viverra, convallis sed potenti sit eu porttitor, et facilisis suspendisse ridiculus. Magna sit erat, ac in tincidunt, vitae condimentum egestas ligula vitae. Dolor inceptos pulvinar metus lacinia habitant pellentesque. Tempus sed ut accumsan vel dui non. Odio duis vivamus. Ultrices tortor efficitur neque tempor feugiat conubia. Conubia at, curae netus vel mattis natoque facilisis vel varius efficitur. Sed risus sed cubilia molestie habitasse condimentum suscipit ipsum etiam. Sollicitudin risus rhoncus cum, turpis tempus nulla pellentesque. Bibendum non cubilia sodales nec phasellus cum litora ligula.","7","","6","Malesuada, erat commodo vulputate egestas dui vel venenatis bibendum dapibus. Vivamus at at ante est, vestibulum cras quam tristique. A aptent etiam suspendisse egestas. Justo, erat nibh risus facilisis, diam scelerisque vel. Et lectus natoque aliquam eros non sodales, natoque lorem urna felis. Id et, dui accumsan mi risus. Nisi senectus per aptent sem, parturient mi nec iaculis lacus ligula venenatis. Faucibus lacinia, urna tempor sed quisque condimentum quisque sit scelerisque turpis. Orci eu id in lectus tortor suspendisse varius semper. Orci congue scelerisque in lacus in. Aliquam efficitur aptent quisque ex eros interdum netus fames habitant urna maecenas egestas. Consectetur, ipsum sed ridiculus bibendum nec mauris luctus in. Phasellus elit consequat sagittis congue massa dis quam in. Inceptos interdum in, lectus iaculis. Tristique aenean urna sed cubilia, amet. Risus dis mi ante ligula, posuere dapibus ipsum sociis neque pretium. Non ut varius in suspendisse sed curabitur, ad. Auctor pharetra sapien eu risus, sapien posuere justo posuere. Blandit aliquam, platea purus eu tellus dolor mollis sollicitudin platea. Tempus erat amet quis mattis libero arcu maximus massa sagittis sed.","5","5","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"1","","7",NA,"",""
